,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
24170,26484,Grow Fit,Yes,No,3.9,113,Indiranagar,Delivery,500.00,Delivery
24171,26485,The Humming Tree,No,No,4,2432,Indiranagar,Lounge,2000.00,Delivery
24172,26486,Ambur Biriyani,No,No,3.2,4,Old Airport Road,Quick Bites,200.00,Delivery
24173,26487,Dine @ 9 Paratha Corner,No,No,3.6,33,Indiranagar,Quick Bites,300.00,Delivery
24174,26488,Paisa Vasool,Yes,No,3.3,8,Domlur,Quick Bites,400.00,Delivery
24175,26489,Cup Shup,No,No,2.8,185,Indiranagar,Cafe,500.00,Delivery
24176,26490,Achayyan's,Yes,No,3.8,410,Indiranagar,Quick Bites,350.00,Delivery
24177,26491,The Ants Cafe & Store,Yes,Yes,3.9,1387,Indiranagar,Cafe,800.00,Delivery
24178,26492,Namdhari's Salad Bar,No,No,3.9,82,Indiranagar,Quick Bites,400.00,Delivery
24179,26493,The Rolling Pin,No,No,4.1,76,Indiranagar,"Bakery, Dessert Parlor",400.00,Delivery
24180,26494,AhimsaAmrit Green Cafe,No,Yes,3.7,19,Indiranagar,Casual Dining,800.00,Delivery
24181,26496,Jiyo Natural,No,No,3.6,15,South Bangalore,Delivery,300.00,Delivery
24182,26497,Neffy's - Cakes & More,No,No,3.5,24,Indiranagar,Bakery,300.00,Delivery
24183,26498,Yum Tum,No,No,3.4,7,Domlur,Quick Bites,250.00,Delivery
24184,26499,Cafe Velvette,No,No,3.4,11,Domlur,"Cafe, Dessert Parlor",400.00,Delivery
24185,26500,Celeste's Kitchen,No,No,3.3,5,Domlur,Delivery,400.00,Delivery
24186,26501,Taantraa - Organic Handbaking,No,No,3.7,28,Indiranagar,Delivery,350.00,Delivery
24187,26502,Desi Tadka Khana,Yes,No,0,0,Thippasandra,"Takeaway, Delivery",400.00,Delivery
24188,26503,Smoodies,Yes,No,3.7,22,Old Airport Road,Beverage Shop,300.00,Delivery
24189,26505,The Parotta Master,Yes,No,2.9,43,Jeevan Bhima Nagar,Delivery,400.00,Delivery
24190,26506,Byblos,Yes,Yes,4.2,1352,Indiranagar,Casual Dining,1700.00,Delivery
24191,26507,Picante,Yes,No,3.6,23,Indiranagar,Delivery,400.00,Delivery
24192,26509,Loveshack,No,Yes,4,1806,Domlur,"Lounge, Cafe",1600.00,Delivery
24193,26511,Cafe Idly,Yes,No,2.9,35,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
24194,26512,Bottle & Glass,No,Yes,4,984,Indiranagar,"Bar, Casual Dining",1400.00,Delivery
24195,26513,Tandoori Taal,Yes,Yes,4.3,1799,Indiranagar,Casual Dining,900.00,Delivery
24196,26514,Knight Riders,No,No,2.4,25,Domlur,Bar,1000.00,Delivery
24197,26515,TFC - Tony's Food Corner,Yes,No,3.1,23,"ITPL Main Road, Whitefield",Quick Bites,400.00,Delivery
24198,26516,Just Bake,Yes,No,2.7,23,Old Airport Road,Bakery,400.00,Delivery
24199,26517,Bhartiya Jalpan,No,No,4.1,1098,Indiranagar,Casual Dining,700.00,Delivery
24200,26518,Nandhana Palace,No,Yes,4.2,956,Indiranagar,"Casual Dining, Bar",800.00,Delivery
24201,26519,Sanchez Taqueria & Cantina,No,No,4.3,82,Indiranagar,Casual Dining,800.00,Delivery
24202,26520,Aaha Andhra,No,No,4.2,820,Indiranagar,Casual Dining,900.00,Delivery
24203,26522,Anjappar,No,No,3.8,777,Indiranagar,Casual Dining,650.00,Delivery
24204,26523,Waffle Magic,No,No,4.2,592,Indiranagar,Cafe,700.00,Delivery
24205,26524,Fog City Cafe,Yes,No,0,0,Indiranagar,Cafe,500.00,Delivery
24206,26525,Bowls & Combos Co.,Yes,No,0,0,Indiranagar,Delivery,300.00,Delivery
24207,26526,Fai Dang,No,No,3.3,33,Indiranagar,Casual Dining,1100.00,Delivery
24208,26527,Talk Over Table,No,No,4,287,Jeevan Bhima Nagar,Cafe,500.00,Delivery
24209,26528,Chefkraft,No,No,3.9,146,Indiranagar,"Takeaway, Delivery",800.00,Delivery
24210,26530,Sri Udupi Food Hub,Yes,No,0,0,Domlur,Casual Dining,500.00,Delivery
24211,26531,Nandhini Paradise,No,Yes,3.7,289,Indiranagar,Casual Dining,600.00,Delivery
24212,26532,Santrupthi Khanavalli,No,No,3.4,4,CV Raman Nagar,Quick Bites,200.00,Delivery
24213,26533,The ThickShake Factory,No,No,4,124,Indiranagar,Beverage Shop,350.00,Delivery
24214,26534,Kasol Cafe,No,No,3.7,20,Indiranagar,Quick Bites,400.00,Delivery
24215,26535,D'Cafe,Yes,No,3.8,18,Domlur,Cafe,500.00,Delivery
24216,26536,Lakeview Milkbar,No,No,2.9,544,Indiranagar,"Dessert Parlor, Cafe",600.00,Delivery
24217,26537,California Burrito,No,No,4.1,343,Domlur,"Food Court, Quick Bites",400.00,Delivery
24218,26538,Madurai Idly Shop,No,No,3.8,731,Indiranagar,Quick Bites,200.00,Delivery
24219,26539,Anju's Cafe,No,No,3.4,6,Indiranagar,Quick Bites,400.00,Delivery
24220,26540,Indish Flavour,Yes,No,0,0,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
24221,26541,Liveat,No,No,3.7,35,Indiranagar,Delivery,500.00,Delivery
24222,26542,Jaishree Pavilion,No,No,3.7,36,Thippasandra,Casual Dining,700.00,Delivery
24223,26543,Nami's Global Kitchen,No,No,3.3,6,Indiranagar,"Takeaway, Delivery",240.00,Delivery
24224,26544,Calcutta Victoria Chat House,No,No,3.6,219,Jeevan Bhima Nagar,Quick Bites,150.00,Delivery
24225,26545,Flavors of India,No,No,3.5,6,Domlur,Casual Dining,600.00,Delivery
24226,26546,Bengaluru House,No,No,3.7,45,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
24227,26547,Frootality,No,No,4,215,Indiranagar,"Beverage Shop, Quick Bites",400.00,Delivery
24228,26548,Fazzito Kitchen,No,No,3.8,210,Thippasandra,Casual Dining,700.00,Delivery
24229,26549,Tempteys,Yes,No,4.1,135,Indiranagar,"Dessert Parlor, Beverage Shop",400.00,Delivery
24230,26550,Walnut Kitchen,No,No,3,10,Domlur,Quick Bites,500.00,Delivery
24231,26551,Rich Bowl,Yes,No,0,0,Thippasandra,Quick Bites,450.00,Delivery
24232,26552,Sbarro,No,No,3.4,16,Domlur,Quick Bites,500.00,Delivery
24233,26553,New Shanthi Sagar,No,No,2.8,119,Domlur,Casual Dining,450.00,Delivery
24234,26554,SKY FOG,No,No,3.1,6,Thippasandra,"Dessert Parlor, Quick Bites",300.00,Delivery
24235,26555,Allahabadi Tadaka,No,No,3,47,Domlur,Casual Dining,250.00,Delivery
24236,26556,Angel Mutton Leg Soup,No,No,3.5,25,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
24237,26557,Choco Allure,No,No,3.4,5,Indiranagar,"Takeaway, Delivery",300.00,Delivery
24238,26558,Biryani Club,No,No,2.9,31,Jeevan Bhima Nagar,Quick Bites,400.00,Delivery
24239,26561,Bangalore Grill House,No,No,3.2,6,Thippasandra,Quick Bites,300.00,Delivery
24240,26562,Cafe Oleiva,No,No,3.4,6,Thippasandra,Cafe,500.00,Delivery
24241,26563,Indian Spicy Food,No,No,3.2,4,Old Madras Road,Quick Bites,200.00,Delivery
24242,26564,Taste Of Nawaab's,No,No,3.6,22,Domlur,Casual Dining,600.00,Delivery
24243,26566,La Mirch,No,No,3.2,5,Indiranagar,Delivery,400.00,Delivery
24244,26567,Ambur Hot Dum Biriyani,No,No,3.1,6,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
24245,26568,C-harge by Chefkraft,No,No,3.4,7,Indiranagar,Cafe,600.00,Delivery
24246,26569,The Tower Of Pizza,No,No,2.8,68,Jeevan Bhima Nagar,"Takeaway, Delivery",500.00,Delivery
24247,26570,Night Panda,No,No,3.5,12,Jeevan Bhima Nagar,"Takeaway, Delivery",500.00,Delivery
24248,26571,White Olives,No,No,3.4,32,Thippasandra,Delivery,300.00,Delivery
24249,26572,Ciclo Life,No,No,0,0,Indiranagar,Delivery,400.00,Delivery
24250,26573,Cream and Bakes,No,No,3.5,14,Domlur,Dessert Parlor,100.00,Delivery
24251,26574,Late Night,No,No,2.8,43,Domlur,Delivery,500.00,Delivery
24252,26575,Banarasi Tadka,No,No,2.7,16,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
24253,26576,Bombay Kulfis,No,No,3.3,4,Jeevan Bhima Nagar,Dessert Parlor,200.00,Delivery
24254,26578,Kerala Vibes,No,No,3.6,80,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
24255,26579,CraveBelly Veg & Non veg,No,No,0,0,Old Airport Road,Quick Bites,150.00,Delivery
24256,26580,Urban Treat,No,No,3.3,10,CV Raman Nagar,Quick Bites,250.00,Delivery
24257,26581,Crispy Crust Pizza,Yes,No,3.1,45,Indiranagar,Delivery,450.00,Delivery
24258,26582,Breadworks,Yes,No,2.9,48,Indiranagar,"Bakery, Cafe",500.00,Delivery
24259,26583,Cilantro,Yes,Yes,4,284,Koramangala 4th Block,"Casual Dining, Bar",1500.00,Delivery
24260,26584,Sunny's,No,No,0,0,Indiranagar,Casual Dining,2100.00,Delivery
24261,26585,Chinese Fire Dragon,No,No,3.4,25,Domlur,Casual Dining,550.00,Delivery
24262,26586,Bowl'd over Rice,Yes,No,0,0,Indiranagar,"Takeaway, Delivery",300.00,Delivery
24263,26587,Southease,Yes,No,3.5,7,Jeevan Bhima Nagar,Delivery,400.00,Delivery
24264,26588,Vinny's,Yes,No,4.1,367,Domlur,Casual Dining,600.00,Delivery
24265,26589,Le Gateau - The Cake Shop,Yes,No,4.4,542,Old Airport Road,Delivery,600.00,Desserts
24266,26590,Sweet Truth,Yes,No,4.3,26,Old Airport Road,Delivery,500.00,Desserts
24267,26591,Anand Sweets and Savouries,Yes,No,4,262,Old Airport Road,Sweet Shop,400.00,Desserts
24268,26592,Kanti Sweets,Yes,No,4.1,102,Old Airport Road,Sweet Shop,400.00,Desserts
24269,26593,CakeBerries,No,No,3.7,15,Old Airport Road,Bakery,200.00,Desserts
24270,26594,The Leela Cake Shop - The Leela Palace,No,No,3.9,72,Old Airport Road,Dessert Parlor,1200.00,Desserts
24271,26595,Book My Cakes,Yes,No,3.3,4,Old Airport Road,Bakery,300.00,Desserts
24272,26596,Baskin Robbins,Yes,No,3.7,47,Old Airport Road,Dessert Parlor,250.00,Desserts
24273,26597,Brown Crust Cafe,No,No,3.2,19,Old Airport Road,Cafe,300.00,Desserts
24274,26598,The Chocolate Heaven,Yes,No,3.8,139,Old Airport Road,"Dessert Parlor, Cafe",700.00,Desserts
24275,26599,The Cake Post,No,No,3.4,12,Old Airport Road,Bakery,900.00,Desserts
24276,26600,4 Mangoes,No,No,3.7,16,Old Airport Road,Kiosk,200.00,Desserts
24277,26601,Just Bake,Yes,No,2.7,23,Old Airport Road,Bakery,400.00,Desserts
24278,26602,Venus Bake Point,Yes,No,3.5,6,Old Airport Road,Bakery,500.00,Desserts
24279,26603,The Cake Mart,Yes,No,3.7,22,Old Airport Road,Bakery,600.00,Desserts
24280,26604,Cake Dilim,Yes,No,0,0,Old Airport Road,Bakery,500.00,Desserts
24281,26606,24 Hours Cake Delivery,No,No,3.3,4,Old Airport Road,Delivery,700.00,Desserts
24282,26607,Daily Bread,No,No,3.2,29,Old Airport Road,"Bakery, Quick Bites",600.00,Desserts
24283,26608,Bake a Smile,No,No,3.4,9,Old Airport Road,"Takeaway, Delivery",400.00,Desserts
24284,26609,Homey Bake & Juice,No,No,0,0,Old Airport Road,"Bakery, Beverage Shop",100.00,Desserts
24285,26610,Amma's Pastries,No,No,4,120,Thippasandra,Dessert Parlor,400.00,Desserts
24286,26611,Gooey & Fluffy,Yes,No,3.9,90,Thippasandra,Delivery,200.00,Desserts
24287,26612,Tango Bango,Yes,No,3.5,124,Jeevan Bhima Nagar,"Takeaway, Delivery",500.00,Desserts
24288,26613,Laddoos,Yes,No,2.9,228,Jeevan Bhima Nagar,"Quick Bites, Dessert Parlor",250.00,Desserts
24289,26614,Nutty Squirrel,Yes,No,3.6,12,Thippasandra,"Takeaway, Delivery",300.00,Desserts
24290,26615,Brea,Yes,No,3.4,34,Jeevan Bhima Nagar,Bakery,300.00,Desserts
24291,26616,Sweet Chariot,Yes,No,3.5,25,Jeevan Bhima Nagar,Dessert Parlor,500.00,Desserts
24292,26617,SKY FOG,No,No,3.1,6,Thippasandra,"Dessert Parlor, Quick Bites",300.00,Desserts
24293,26618,Amrutha Sweets,No,No,3.7,38,Thippasandra,Quick Bites,200.00,Desserts
24294,26619,Kanti's,No,No,3.1,64,Thippasandra,Sweet Shop,300.00,Desserts
24295,26620,Bhikaram Chandmal Bhujiawala,No,No,3.7,70,Jeevan Bhima Nagar,Quick Bites,200.00,Desserts
24296,26621,Cafe Oleiva,No,No,3.4,6,Thippasandra,Cafe,500.00,Desserts
24297,26622,Chill Out,No,No,3.4,9,Thippasandra,Beverage Shop,150.00,Desserts
24298,26624,Corner House Ice Cream,Yes,No,4.7,2174,Indiranagar,Dessert Parlor,400.00,Desserts
24299,26626,Natural Ice Cream,No,No,4.6,945,Indiranagar,Dessert Parlor,200.00,Desserts
24300,26627,Waffle Magic,No,No,4.2,592,Indiranagar,Cafe,700.00,Desserts
24301,26628,XO Belgian Waffle,Yes,No,4.4,96,Indiranagar,Dessert Parlor,400.00,Desserts
24302,26629,GMT - Gelateria Montecatini Terme,Yes,No,4.4,282,Indiranagar,Dessert Parlor,300.00,Desserts
24303,26630,Keventers,Yes,No,4,571,Indiranagar,"Beverage Shop, Dessert Parlor",400.00,Desserts
24304,26631,Mama Mia!,Yes,No,4.3,429,Indiranagar,"Dessert Parlor, Cafe",400.00,Desserts
24305,26633,Bite Me Cupcakes,Yes,No,4.2,631,Indiranagar,Dessert Parlor,300.00,Desserts
24306,26634,Brownie Heaven,Yes,No,4.3,132,Indiranagar,Dessert Parlor,300.00,Desserts
24307,26635,Chantilly,Yes,No,4.1,124,Indiranagar,"Cafe, Bakery",450.00,Desserts
24308,26636,eat.fit,Yes,Yes,3.9,42,Indiranagar,Quick Bites,300.00,Desserts
24309,26637,Tuffreys,Yes,No,3.6,25,CV Raman Nagar,Dessert Parlor,250.00,Desserts
24310,26638,The Waffles Hut,Yes,No,4,42,Indiranagar,Dessert Parlor,400.00,Desserts
24311,26639,Warm Oven,Yes,No,4.3,895,Domlur,Delivery,500.00,Desserts
24312,26640,Namdhari's Salad Bar,No,No,3.9,82,Indiranagar,Quick Bites,400.00,Desserts
24313,26641,The Rolling Pin,No,No,4.1,76,Indiranagar,"Bakery, Dessert Parlor",400.00,Desserts
24314,26642,The Ganache Factory,Yes,No,4.1,42,Domlur,"Dessert Parlor, Bakery",400.00,Desserts
24315,26643,Salt Mango Tree,Yes,Yes,4.2,255,Indiranagar,Casual Dining,800.00,Desserts
24316,26644,Grubhouse,Yes,No,4.1,338,Indiranagar,"Casual Dining, Cafe",800.00,Desserts
24317,26645,Eddy's Cafe,Yes,No,4.1,142,Indiranagar,Cafe,750.00,Desserts
24318,26646,Cream Stone,Yes,No,4.2,743,Indiranagar,Dessert Parlor,300.00,Desserts
24319,26647,Lahe Lahe Santhe,No,No,3.8,20,Indiranagar,Cafe,300.00,Desserts
24320,26648,Roll Over,Yes,No,4.2,217,Indiranagar,Dessert Parlor,500.00,Desserts
24321,26649,Krispy Kreme,Yes,No,4.1,261,Indiranagar,Dessert Parlor,300.00,Desserts
24322,26650,Lakeview Milkbar,No,No,2.9,544,Indiranagar,"Dessert Parlor, Cafe",600.00,Desserts
24323,26651,Madhu Iyengars Bakery,No,No,3.6,19,Domlur,Bakery,400.00,Desserts
24324,26652,Ice Creamist,Yes,No,0,0,Indiranagar,Takeaway,300.00,Desserts
24325,26653,The Belgian Waffle Co.,Yes,No,4,74,Indiranagar,Dessert Parlor,350.00,Desserts
24326,26654,Premium Bombay Kulfi,Yes,No,3.5,11,Indiranagar,Kiosk,100.00,Desserts
24327,26655,All Shook Up!,Yes,No,3.9,77,Domlur,"Dessert Parlor, Beverage Shop",300.00,Desserts
24328,26656,Under The Tree,Yes,No,3,64,Domlur,Dessert Parlor,200.00,Desserts
24329,26657,Troll,Yes,No,3.8,103,Indiranagar,Dessert Parlor,300.00,Desserts
24330,26658,Just Kulfi,Yes,No,3.5,8,Jeevan Bhima Nagar,Dessert Parlor,400.00,Desserts
24331,26659,Tempteys,Yes,No,4.1,135,Indiranagar,"Dessert Parlor, Beverage Shop",300.00,Desserts
24332,26661,New Udupi Fresh Juice Centre,No,No,3.4,9,CV Raman Nagar,Quick Bites,200.00,Desserts
24333,26662,New Shanthi Sagar,No,No,2.8,119,Domlur,Casual Dining,450.00,Desserts
24334,26663,Neffy's - Cakes & More,No,No,3.5,24,Indiranagar,Bakery,300.00,Desserts
24335,26664,Choco Allure,No,No,3.4,5,Indiranagar,"Takeaway, Delivery",300.00,Desserts
24336,26665,Bombay Kulfis,No,No,3.3,4,Jeevan Bhima Nagar,Dessert Parlor,200.00,Desserts
24337,26666,Taantraa - Organic Handbaking,No,No,3.7,28,Indiranagar,Delivery,350.00,Desserts
24338,26668,Citrus - The Leela Palace,No,Yes,4.2,597,Old Airport Road,Fine Dining,3500.00,Dine-out
24339,26669,Jamavar - The Leela Palace,No,Yes,4.2,522,Old Airport Road,Fine Dining,4000.00,Dine-out
24340,26670,Zaitoon,Yes,Yes,4.3,2037,Old Airport Road,Casual Dining,1000.00,Dine-out
24341,26671,CloudNYN - Sterling Mac Hotel,No,No,4,417,Old Airport Road,Bar,1000.00,Dine-out
24342,26672,Limelight - Royal Orchid Hotel,No,Yes,3.9,428,Old Airport Road,Fine Dining,2200.00,Dine-out
24343,26673,20 Char - Sterlings MAC Hotel,No,Yes,4,427,Old Airport Road,"Casual Dining, Bar",1400.00,Dine-out
24344,26674,Tiger Trail - Royal Orchid Hotel,No,Yes,4.1,312,Old Airport Road,Fine Dining,2000.00,Dine-out
24345,26675,Hyderabad Biryaani House,Yes,No,3.9,1627,Old Airport Road,Casual Dining,700.00,Dine-out
24346,26676,Le Cirque Signature - The Leela Palace,No,Yes,4.3,128,Old Airport Road,Fine Dining,6000.00,Dine-out
24347,26677,Zen - The Leela Palace,No,Yes,4.2,247,Old Airport Road,Fine Dining,3500.00,Dine-out
24348,26678,XU,No,Yes,3.9,433,Old Airport Road,"Club, Casual Dining",2400.00,Dine-out
24349,26679,Hello Resto-Pub,Yes,Yes,4.1,348,Old Airport Road,"Casual Dining, Pub",900.00,Dine-out
24350,26680,Shebestan - Sterlings MAC Hotel,No,Yes,4.2,407,Old Airport Road,Casual Dining,1500.00,Dine-out
24351,26681,Nizam's Biryani House,Yes,No,0,0,Old Airport Road,Casual Dining,700.00,Dine-out
24352,26682,Rahhams,Yes,No,2.8,420,Old Airport Road,Casual Dining,700.00,Dine-out
24353,26683,Odia Dine,Yes,No,3.8,52,Old Airport Road,Quick Bites,400.00,Dine-out
24354,26684,Suchithra Biryani House,No,No,3.7,288,Old Airport Road,Casual Dining,450.00,Dine-out
24355,26685,Shanmukha,Yes,No,3.8,149,Old Airport Road,Casual Dining,800.00,Dine-out
24356,26686,Sri Udupi Park,Yes,No,3.7,449,Old Airport Road,Casual Dining,300.00,Dine-out
24357,26687,Budget Food,No,Yes,3.5,42,Old Airport Road,Casual Dining,700.00,Dine-out
24358,26688,New Udupi Garden,No,No,3.6,14,Old Airport Road,Quick Bites,300.00,Dine-out
24359,26689,One Chu Restaurant,Yes,No,3.9,327,Old Airport Road,Casual Dining,600.00,Dine-out
24360,26690,Brown Crust Cafe,No,No,3.2,19,Old Airport Road,Cafe,300.00,Dine-out
24361,26691,Gurukrupa Paratha House,Yes,No,3.9,644,Old Airport Road,Quick Bites,400.00,Dine-out
24362,26692,Kolkata Famous Kati Rolls,No,No,3.4,8,Old Airport Road,Kiosk,150.00,Dine-out
24363,26693,Pizza Hut,Yes,No,3.7,399,Old Airport Road,Casual Dining,750.00,Dine-out
24364,26694,Oyster Bay,No,No,3.2,5,Old Airport Road,Casual Dining,550.00,Dine-out
24365,26695,Ginseng - Royal Orchid Hotel,No,Yes,3.9,172,Old Airport Road,Fine Dining,1900.00,Dine-out
24366,26697,WAT Bar - Sterlings MAC Hotel,No,No,3.8,47,Old Airport Road,Lounge,1800.00,Dine-out
24367,26698,Java,No,No,3.7,39,Old Airport Road,Casual Dining,700.00,Dine-out
24368,26699,Simhapuri Mess,No,No,3.8,39,Old Airport Road,Mess,300.00,Dine-out
24369,26700,Breezes - Hotel Pigeon International,No,No,3.5,23,Old Airport Road,Casual Dining,900.00,Dine-out
24370,26701,Palki Restaurant,No,No,2.8,97,Old Airport Road,Casual Dining,500.00,Dine-out
24371,26702,Chit Chat Cafe,No,No,0,0,Old Airport Road,"Beverage Shop, Quick Bites",150.00,Dine-out
24372,26703,Sri Udupi,Yes,No,0,0,Old Airport Road,Quick Bites,400.00,Dine-out
24373,26704,Frozen Bite,Yes,No,0,0,Old Airport Road,Beverage Shop,250.00,Dine-out
24374,26705,The Spice Box,No,No,3.6,30,Old Airport Road,Casual Dining,800.00,Dine-out
24375,26707,Cafe Coffee Day,Yes,No,2.8,34,Old Airport Road,Cafe,900.00,Dine-out
24376,26708,Chatora Singh,Yes,No,3.9,44,Old Airport Road,Quick Bites,200.00,Dine-out
24377,26709,KFC,Yes,No,3.9,332,Old Airport Road,Quick Bites,400.00,Dine-out
24378,26710,Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9,37,Old Airport Road,Quick Bites,400.00,Dine-out
24379,26711,Ramji Chaiwale,Yes,No,3.9,124,Old Airport Road,Quick Bites,250.00,Dine-out
24380,26712,Hotel Salala,No,No,3.8,73,Old Airport Road,Quick Bites,400.00,Dine-out
24381,26713,Bhookha Sher,Yes,No,3.2,35,Old Airport Road,Quick Bites,350.00,Dine-out
24382,26714,The Punjabi Bites,No,No,3.9,82,Old Airport Road,Quick Bites,150.00,Dine-out
24383,26715,Sri Udupi Park,No,No,4,141,Old Airport Road,Quick Bites,300.00,Dine-out
24384,26716,Amar Kolkata,Yes,No,3.2,6,Old Airport Road,Quick Bites,300.00,Dine-out
24385,26717,Domino's Pizza,Yes,No,2.8,413,Old Airport Road,Quick Bites,400.00,Dine-out
24386,26718,Ambur Hot Dum Biryani,Yes,No,3.1,47,Old Airport Road,Quick Bites,200.00,Dine-out
24387,26719,New Punjabi Hotel,Yes,No,3.2,393,Old Airport Road,Quick Bites,400.00,Dine-out
24388,26720,The Chocolate Heaven,Yes,No,3.8,139,Old Airport Road,"Dessert Parlor, Cafe",700.00,Dine-out
24389,26721,Madurai Idly Shop,No,No,3.4,17,Old Airport Road,Quick Bites,200.00,Dine-out
24390,26722,New Royal Paris Restaurant,No,No,3.4,14,Old Airport Road,Quick Bites,300.00,Dine-out
24391,26723,McDonald's,Yes,No,3,167,Old Airport Road,Quick Bites,500.00,Dine-out
24392,26724,Faasos,Yes,No,3.9,104,Old Airport Road,Quick Bites,500.00,Dine-out
24393,26725,Mummy's Kitchen,Yes,No,3.7,16,Old Airport Road,Quick Bites,300.00,Dine-out
24394,26726,Zawaa Foods,Yes,No,3.5,42,Old Airport Road,Quick Bites,400.00,Dine-out
24395,26727,Crispy Fried Chicken,Yes,No,3.4,12,Old Airport Road,Quick Bites,150.00,Dine-out
24396,26728,Andhra Ruchulu,Yes,No,4,52,Old Airport Road,Quick Bites,400.00,Dine-out
24397,26729,L'inoui - The Leela Palace,No,No,3.5,9,Old Airport Road,Dessert Parlor,400.00,Dine-out
24398,26730,Nandini Andhra Style Mess,No,No,3.4,28,Old Airport Road,Quick Bites,350.00,Dine-out
24399,26731,Kisna Cafe,Yes,No,3.6,12,Old Airport Road,Quick Bites,300.00,Dine-out
24400,26732,Meat And Eat (ME),No,No,3.6,97,Old Airport Road,Quick Bites,500.00,Dine-out
24401,26733,Shree Durga,No,No,3.2,7,Old Airport Road,Quick Bites,500.00,Dine-out
24402,26734,Mac Fast Food,No,No,2.8,50,Old Airport Road,Quick Bites,400.00,Dine-out
24403,26735,Nandanavanam,No,No,3.3,6,Old Airport Road,Quick Bites,300.00,Dine-out
24404,26736,RJ Food Plaza,No,No,3.1,6,Old Airport Road,Quick Bites,200.00,Dine-out
24405,26737,Daily Bread,No,No,3,5,Old Airport Road,"Bakery, Quick Bites",600.00,Dine-out
24406,26738,Kolkatta Famous Kati Rolls,No,No,3.2,15,Old Airport Road,Quick Bites,200.00,Dine-out
24407,26739,Desi Bytes,Yes,No,3.1,97,Old Airport Road,Quick Bites,450.00,Dine-out
24408,26740,Srinidhi Sagar,Yes,No,3.9,164,Old Airport Road,Quick Bites,250.00,Dine-out
24409,26741,Burger Bite House,Yes,No,3.1,4,Old Airport Road,Quick Bites,500.00,Dine-out
24410,26742,Ambur Biriyani,No,No,3.2,4,Old Airport Road,Quick Bites,200.00,Dine-out
24411,26743,CraveBelly Veg & Non veg,No,No,0,0,Old Airport Road,Quick Bites,150.00,Dine-out
24412,26744,Plantain Leaf,Yes,No,3.9,531,Thippasandra,Casual Dining,600.00,Dine-out
24413,26745,Rannaghar,Yes,No,3.9,144,Jeevan Bhima Nagar,Casual Dining,600.00,Dine-out
24414,26746,Beijing Bites,Yes,No,3.2,292,Jeevan Bhima Nagar,Casual Dining,850.00,Dine-out
24415,26747,Bekal,Yes,No,4,283,Jeevan Bhima Nagar,Casual Dining,700.00,Dine-out
24416,26748,The Biryanis,Yes,No,3.8,427,Jeevan Bhima Nagar,Casual Dining,500.00,Dine-out
24417,26749,Mani's Dum Biryani,Yes,No,4,691,Jeevan Bhima Nagar,Casual Dining,750.00,Dine-out
24418,26750,Talk Over Table,No,No,4,288,Jeevan Bhima Nagar,Cafe,500.00,Dine-out
24419,26751,Mood For Food,Yes,No,4,151,Jeevan Bhima Nagar,Casual Dining,800.00,Dine-out
24420,26752,Delicacy,Yes,No,3.9,652,Jeevan Bhima Nagar,Casual Dining,500.00,Dine-out
24421,26753,Green Pepper,Yes,No,3.9,262,Jeevan Bhima Nagar,Casual Dining,600.00,Dine-out
24422,26754,Chaai Resto,No,No,0,0,Jeevan Bhima Nagar,"Cafe, Quick Bites",200.00,Dine-out
24423,26755,Coast,Yes,No,3.2,108,Jeevan Bhima Nagar,Casual Dining,750.00,Dine-out
